country,ISO3,year,co2_per_capita
Pakistan,PAK,2013,0.7194037
Pakistan,PAK,2014,0.73136306
Pakistan,PAK,2015,0.6930332
Pakistan,PAK,2016,0.80872667
Pakistan,PAK,2017,0.97799486
Pakistan,PAK,2018,0.9269328
Pakistan,PAK,2019,0.8995737
Pakistan,PAK,2020,0.98192537
Pakistan,PAK,2021,1.0351748
Pakistan,PAK,2022,0.9184809
Pakistan,PAK,2023,0.8107599
Peru,PER,2000,1.0781721
Peru,PER,2001,0.9425646
Peru,PER,2002,0.9322508
Peru,PER,2003,0.89467776
Peru,PER,2004,1.0173057
Peru,PER,2005,1.079
Peru,PER,2006,0.9955102
Peru,PER,2007,1.2024245
Peru,PER,2008,1.2291042
Peru,PER,2009,1.367324
Peru,PER,2010,1.461361
Peru,PER,2011,1.4391557
Peru,PER,2012,1.5400403
Peru,PER,2013,1.4428895
Peru,PER,2014,1.6399497
Peru,PER,2015,1.6162785
Peru,PER,2016,1.7084166
Peru,PER,2017,1.7513058
Peru,PER,2018,1.7508639
Peru,PER,2019,1.7986559
Peru,PER,2020,1.4289497
Peru,PER,2021,1.568856
Peru,PER,2022,1.6368144
Peru,PER,2023,1.6505452
Philippines,PHL,2000,0.9030095
Philippines,PHL,2001,0.86169255
Philippines,PHL,2002,0.8435083
Philippines,PHL,2003,0.82740444
Philippines,PHL,2004,0.84105927
Philippines,PHL,2005,0.8312165
Philippines,PHL,2006,0.74047565
Philippines,PHL,2007,0.77347296
Philippines,PHL,2008,0.83042014
Philippines,PHL,2009,0.80426943
Philippines,PHL,2010,0.85738873
Philippines,PHL,2011,0.8489691
Philippines,PHL,2012,0.8796461
Philippines,PHL,2013,0.935763
Philippines,PHL,2014,0.97125316
Philippines,PHL,2015,1.0620909
Philippines,PHL,2016,1.1335168
Philippines,PHL,2017,1.2434982
Philippines,PHL,2018,1.2861164
Philippines,PHL,2019,1.2953051
Philippines,PHL,2020,1.1797879
Philippines,PHL,2021,1.248213
Philippines,PHL,2022,1.2714316
Philippines,PHL,2023,1.3454357
Romania,ROU,2000,4.2339816
Romania,ROU,2001,4.516057
Romania,ROU,2002,4.5612593
Romania,ROU,2003,4.8087034
Romania,ROU,2004,4.8269043
Romania,ROU,2005,4.7783093
Romania,ROU,2006,4.959297
Romania,ROU,2007,5.1934915
Romania,ROU,2008,5.1609073
Romania,ROU,2009,4.2633257
Romania,ROU,2010,4.125176
Romania,ROU,2011,4.5479193
Romania,ROU,2012,4.4468966
Romania,ROU,2013,3.917578
Romania,ROU,2014,3.960944
Romania,ROU,2015,3.9156525
Romania,ROU,2016,3.8586328
Romania,ROU,2017,4.0203547
Romania,ROU,2018,4.0636744
Romania,ROU,2019,3.9205754
Romania,ROU,2020,3.8009787
Romania,ROU,2021,4.0144405
Romania,ROU,2022,3.8083065
Romania,ROU,2023,3.569303
Russia,RUS,2000,10.081552
Russia,RUS,2001,10.372815
Russia,RUS,2002,10.324747
Russia,RUS,2003,10.542385
Russia,RUS,2004,10.634773
Russia,RUS,2005,10.806364
Russia,RUS,2006,11.262799
Russia,RUS,2007,11.287254
Russia,RUS,2008,11.487685
Russia,RUS,2009,10.739168
Russia,RUS,2010,11.343939
Russia,RUS,2011,11.704153
Russia,RUS,2012,11.79054
Russia,RUS,2013,11.344339
Russia,RUS,2014,11.31587
Russia,RUS,2015,11.277288
Russia,RUS,2016,11.214848
Russia,RUS,2017,11.397211
Russia,RUS,2018,11.694962
Russia,RUS,2019,11.635815
Russia,RUS,2020,11.15608
Russia,RUS,2021,11.739159
Russia,RUS,2022,12.379392
Russia,RUS,2023,12.485692
Serbia,SRB,2000,5.841812
Serbia,SRB,2001,6.443893
Serbia,SRB,2002,6.857292
Serbia,SRB,2003,7.354015
Serbia,SRB,2004,7.9524727
Serbia,SRB,2005,6.8488474
Serbia,SRB,2006,8.09953
Serbia,SRB,2007,7.9586916
Serbia,SRB,2008,6.946146
Serbia,SRB,2009,6.1809096
Serbia,SRB,2010,6.1786823
Serbia,SRB,2011,6.6474357
Serbia,SRB,2012,5.972246
Serbia,SRB,2013,6.1253824
Serbia,SRB,2014,5.1483583
Serbia,SRB,2015,6.09949
Serbia,SRB,2016,6.3209686
Serbia,SRB,2017,6.436677
Serbia,SRB,2018,6.313477
Serbia,SRB,2019,6.3562794
Serbia,SRB,2020,6.538972
Serbia,SRB,2021,6.39086
Serbia,SRB,2022,6.4078465
Serbia,SRB,2023,6.253774
Singapore,SGP,2000,9.260702
Singapore,SGP,2001,9.35959
Singapore,SGP,2002,9.696137
Singapore,SGP,2003,9.553454
Singapore,SGP,2004,9.825734
Singapore,SGP,2005,9.277653
Singapore,SGP,2006,9.212602
Singapore,SGP,2007,8.941658
Singapore,SGP,2008,8.363356
Singapore,SGP,2009,8.211698
Singapore,SGP,2010,8.745369
Singapore,SGP,2011,9.069531
Singapore,SGP,2012,8.709126
Singapore,SGP,2013,8.72707
Singapore,SGP,2014,8.721374
Singapore,SGP,2015,8.940693
Singapore,SGP,2016,8.8026085
Singapore,SGP,2017,8.939978
Singapore,SGP,2018,8.927446
Singapore,SGP,2019,8.642737
Singapore,SGP,2020,8.309455
Singapore,SGP,2021,9.033147
Singapore,SGP,2022,8.4733
Singapore,SGP,2023,8.507941
Slovakia,SVK,2000,7.6565366
Slovakia,SVK,2001,8.0453825
Slovakia,SVK,2002,7.827843
Slovakia,SVK,2003,7.891308
Slovakia,SVK,2004,7.9836698
Slovakia,SVK,2005,7.9837704
Slovakia,SVK,2006,7.9510803
Slovakia,SVK,2007,7.6537957
Slovakia,SVK,2008,7.7245646
Slovakia,SVK,2009,7.019376
Slovakia,SVK,2010,7.1334305
Slovakia,SVK,2011,7.048082
Slovakia,SVK,2012,6.653921
Slovakia,SVK,2013,6.5842557
Slovakia,SVK,2014,6.224752
Slovakia,SVK,2015,6.3702555
Slovakia,SVK,2016,6.442124
Slovakia,SVK,2017,6.6536226
Slovakia,SVK,2018,6.643141
Slovakia,SVK,2019,6.206926
Slovakia,SVK,2020,5.711151
Slovakia,SVK,2021,6.470303
Slovakia,SVK,2022,5.7645545
Slovakia,SVK,2023,5.5706987
South Korea,KOR,2000,9.40801
South Korea,KOR,2001,9.685324
South Korea,KOR,2002,10.064994
South Korea,KOR,2003,10.211972
South Korea,KOR,2004,10.302309
South Korea,KOR,2005,10.42156
South Korea,KOR,2006,10.487716
South Korea,KOR,2007,10.828759
South Korea,KOR,2008,11.015094
South Korea,KOR,2009,11.078416
South Korea,KOR,2010,12.186755
South Korea,KOR,2011,12.690278
South Korea,KOR,2012,12.660258
South Korea,KOR,2013,12.673587
South Korea,KOR,2014,12.453083
South Korea,KOR,2015,12.4387865
South Korea,KOR,2016,12.435507
South Korea,KOR,2017,12.712863
South Korea,KOR,2018,12.977493
South Korea,KOR,2019,12.480777
South Korea,KOR,2020,11.524341
South Korea,KOR,2021,11.882247
South Korea,KOR,2022,11.62734
South Korea,KOR,2023,11.158091
Tajikistan,TJK,2000,0.35544544
Tajikistan,TJK,2001,0.35702965
Tajikistan,TJK,2002,0.2874087
Tajikistan,TJK,2003,0.31100854
Tajikistan,TJK,2004,0.37706962
Tajikistan,TJK,2005,0.35228902
Tajikistan,TJK,2006,0.37621823
Tajikistan,TJK,2007,0.44855547
Tajikistan,TJK,2008,0.39464197
Tajikistan,TJK,2009,0.32629073
Tajikistan,TJK,2010,0.3314667
Tajikistan,TJK,2011,0.29914564
Tajikistan,TJK,2012,0.36603424
Tajikistan,TJK,2013,0.35377926
Tajikistan,TJK,2014,0.5459748
Tajikistan,TJK,2015,0.61342055
Tajikistan,TJK,2016,0.6420905
Tajikistan,TJK,2017,0.754802
Tajikistan,TJK,2018,0.8660396
Tajikistan,TJK,2019,0.91206217
Tajikistan,TJK,2020,0.96463424
Tajikistan,TJK,2021,0.92584985
Tajikistan,TJK,2022,0.88055193
Tajikistan,TJK,2023,0.8714852
Thailand,THA,2000,2.656056
Thailand,THA,2001,2.706424
Thailand,THA,2002,2.8734381
Thailand,THA,2003,2.9457886
Thailand,THA,2004,3.1676755
Thailand,THA,2005,3.2464967
Thailand,THA,2006,3.2421854
Thailand,THA,2007,3.3394146
Thailand,THA,2008,3.3163188
Thailand,THA,2009,3.3592596
Thailand,THA,2010,3.514452
Thailand,THA,2011,3.5485907
Thailand,THA,2012,3.778263
Thailand,THA,2013,3.7762656
Thailand,THA,2014,3.8806882
Thailand,THA,2015,3.9282084
Thailand,THA,2016,4.008556
Thailand,THA,2017,3.9818301
Thailand,THA,2018,4.0392394
Thailand,THA,2019,3.9411173
Thailand,THA,2020,3.7956147
Thailand,THA,2021,3.7244093
Thailand,THA,2022,3.799712
Thailand,THA,2023,3.6873055
Tunisia,TUN,2000,2.0022259
Tunisia,TUN,2001,2.0699482
Tunisia,TUN,2002,2.0739326
Tunisia,TUN,2003,2.0992043
Tunisia,TUN,2004,2.173355
Tunisia,TUN,2005,2.1984317
Tunisia,TUN,2006,2.220099
Tunisia,TUN,2007,2.3550868
Tunisia,TUN,2008,2.4223328
Tunisia,TUN,2009,2.3871565
Tunisia,TUN,2010,2.6135979
Tunisia,TUN,2011,2.4284801
Tunisia,TUN,2012,2.5849197
Tunisia,TUN,2013,2.543059
Tunisia,TUN,2014,2.6336272
Tunisia,TUN,2015,2.7554328
Tunisia,TUN,2016,2.6538243
Tunisia,TUN,2017,2.6841588
Tunisia,TUN,2018,2.6462247
Tunisia,TUN,2019,2.556072
Tunisia,TUN,2020,2.3793378
Tunisia,TUN,2021,2.586767
Tunisia,TUN,2022,2.6360955
Tunisia,TUN,2023,2.6878552
Turkey,TUR,2000,3.5144587
Turkey,TUR,2001,3.224107
Turkey,TUR,2002,3.299475
Turkey,TUR,2003,3.4904873
Turkey,TUR,2004,3.5684419
Turkey,TUR,2005,3.8204603
Turkey,TUR,2006,4.0312243
Turkey,TUR,2007,4.433794
Turkey,TUR,2008,4.340584
Turkey,TUR,2009,4.366428
Turkey,TUR,2010,4.3109365
Turkey,TUR,2011,4.6089954
Turkey,TUR,2012,4.7356477
Turkey,TUR,2013,4.5460496
Turkey,TUR,2014,4.6648703
Turkey,TUR,2015,4.8107686
Turkey,TUR,2016,4.9717093
Turkey,TUR,2017,5.186352
Turkey,TUR,2018,4.9997516
Turkey,TUR,2019,4.7177076
Turkey,TUR,2020,4.7963643
Turkey,TUR,2021,5.2223163
Turkey,TUR,2022,5.023125
Turkey,TUR,2023,4.9510155
Ukraine,UKR,2000,5.7646046
Ukraine,UKR,2001,6.1883736
Ukraine,UKR,2002,6.0788355
Ukraine,UKR,2003,6.359202
Ukraine,UKR,2004,6.4741426
Ukraine,UKR,2005,6.5887823
Ukraine,UKR,2006,7.044654
Ukraine,UKR,2007,7.1568184
Ukraine,UKR,2008,6.962613
Ukraine,UKR,2009,5.9539123
Ukraine,UKR,2010,6.336449
Ukraine,UKR,2011,6.659274
Ukraine,UKR,2012,6.58784
Ukraine,UKR,2013,6.4491696
Ukraine,UKR,2014,5.604219
Ukraine,UKR,2015,4.887808
Ukraine,UKR,2016,5.128837
Ukraine,UKR,2017,4.9097815
Ukraine,UKR,2018,5.124302
Ukraine,UKR,2019,4.9367437
Ukraine,UKR,2020,4.6290064
Ukraine,UKR,2021,4.744018
Ukraine,UKR,2022,3.4380214
Ukraine,UKR,2023,3.6164997
United Kingdom,GBR,2000,9.635284
United Kingdom,GBR,2001,9.748516
United Kingdom,GBR,2002,9.409919
United Kingdom,GBR,2003,9.5555935
United Kingdom,GBR,2004,9.530174
United Kingdom,GBR,2005,9.412137
United Kingdom,GBR,2006,9.301161
United Kingdom,GBR,2007,9.093347
United Kingdom,GBR,2008,8.785372
United Kingdom,GBR,2009,7.904943
United Kingdom,GBR,2010,8.12464
United Kingdom,GBR,2011,7.395984
United Kingdom,GBR,2012,7.6215353
United Kingdom,GBR,2013,7.417552
United Kingdom,GBR,2014,6.764838
United Kingdom,GBR,2015,6.461417
United Kingdom,GBR,2016,6.0617714
United Kingdom,GBR,2017,5.8378496
United Kingdom,GBR,2018,5.6886287
United Kingdom,GBR,2019,5.4350815
United Kingdom,GBR,2020,4.844164
United Kingdom,GBR,2021,5.0911255
United Kingdom,GBR,2022,4.603082
United Kingdom,GBR,2023,4.4428277
United States,USA,2000,21.3516
United States,USA,2001,20.781443
United States,USA,2002,20.712759
United States,USA,2003,20.731213
United States,USA,2004,20.877537
United States,USA,2005,20.736687
United States,USA,2006,20.261381
United States,USA,2007,20.308899
United States,USA,2008,19.395721
United States,USA,2009,17.793211
United States,USA,2010,18.259068
United States,USA,2011,17.656883
United States,USA,2012,16.852186
United States,USA,2013,17.119566
United States,USA,2014,17.11055
United States,USA,2015,16.485855
United States,USA,2016,15.95766
United States,USA,2017,15.689614
United States,USA,2018,16.05042
United States,USA,2019,15.578155
United States,USA,2020,13.889589
United States,USA,2021,14.793604
United States,USA,2022,14.870763
United States,USA,2023,14.299027
Uruguay,URY,2000,1.612906
Uruguay,URY,2001,1.5363879
Uruguay,URY,2002,1.3900576
Uruguay,URY,2003,1.3796713
Uruguay,URY,2004,1.694986
Uruguay,URY,2005,1.7428925
Uruguay,URY,2006,2.0055277
Uruguay,URY,2007,1.8049499
Uruguay,URY,2008,2.4837434
Uruguay,URY,2009,2.4008095
Uruguay,URY,2010,1.8978127
Uruguay,URY,2011,2.3003109
Uruguay,URY,2012,2.5759757
Uruguay,URY,2013,2.2385888
Uruguay,URY,2014,1.9904869
Uruguay,URY,2015,2.0007167
Uruguay,URY,2016,1.928711
Uruguay,URY,2017,1.8176447
Uruguay,URY,2018,1.9346937
Uruguay,URY,2019,1.8866792
Uruguay,URY,2020,1.904633
Uruguay,URY,2021,2.3061328
Uruguay,URY,2022,2.3061523
Uruguay,URY,2023,2.3216877
Uzbekistan,UZB,2000,4.981535
Uzbekistan,UZB,2001,5.0306907
Uzbekistan,UZB,2002,5.219509
Uzbekistan,UZB,2003,5.0676107
Uzbekistan,UZB,2004,4.9597
Uzbekistan,UZB,2005,4.6135817
Uzbekistan,UZB,2006,4.6781006
Uzbekistan,UZB,2007,4.573087
Uzbekistan,UZB,2008,4.6695604
Uzbekistan,UZB,2009,3.9094558
Uzbekistan,UZB,2010,3.7929955
Uzbekistan,UZB,2011,4.0507755
Uzbekistan,UZB,2012,4.0618796
Uzbekistan,UZB,2013,3.777604
Uzbekistan,UZB,2014,3.5535774
Uzbekistan,UZB,2015,3.372301
Uzbekistan,UZB,2016,3.5205607
Uzbekistan,UZB,2017,3.4234405
Uzbekistan,UZB,2018,3.15963
Uzbekistan,UZB,2019,3.2892537
Uzbekistan,UZB,2020,3.2641847
Uzbekistan,UZB,2021,3.5113323
Uzbekistan,UZB,2022,3.578784
Uzbekistan,UZB,2023,3.4995937
Venezuela,VEN,2000,5.823658
Venezuela,VEN,2001,5.2255616
Venezuela,VEN,2002,6.453659
Venezuela,VEN,2003,5.957754
Venezuela,VEN,2004,5.4199934
Venezuela,VEN,2005,5.536925
Venezuela,VEN,2006,5.7152987
Venezuela,VEN,2007,5.568385
Venezuela,VEN,2008,5.543136
Venezuela,VEN,2009,5.3395762
Venezuela,VEN,2010,6.570517
Venezuela,VEN,2011,5.770505
Venezuela,VEN,2012,5.945754
Venezuela,VEN,2013,6.633662
Venezuela,VEN,2014,5.816131
Venezuela,VEN,2015,5.43928
Venezuela,VEN,2016,4.963695
Venezuela,VEN,2017,4.5500402
Venezuela,VEN,2018,3.7314487
Venezuela,VEN,2019,3.638351
Venezuela,VEN,2020,2.8451347
Venezuela,VEN,2021,2.7785442
Venezuela,VEN,2022,3.1019287
Venezuela,VEN,2023,3.5182343
Vietnam,VNM,2000,0.69906276
Vietnam,VNM,2001,0.7821518
Vietnam,VNM,2002,0.88264406
Vietnam,VNM,2003,0.9710653
Vietnam,VNM,2004,1.1070497
Vietnam,VNM,2005,1.1819925
Vietnam,VNM,2006,1.2127889
Vietnam,VNM,2007,1.2127885
Vietnam,VNM,2008,1.341963
Vietnam,VNM,2009,1.4398962
Vietnam,VNM,2010,1.5958343
Vietnam,VNM,2011,1.7244632
Vietnam,VNM,2012,1.6118838
Vietnam,VNM,2013,1.6719987
Vietnam,VNM,2014,1.9630398
Vietnam,VNM,2015,2.298032
Vietnam,VNM,2016,2.3508487
Vietnam,VNM,2017,2.3914742
Vietnam,VNM,2018,2.6530128
Vietnam,VNM,2019,3.4901097
Vietnam,VNM,2020,3.6955829
Vietnam,VNM,2021,3.173522
Vietnam,VNM,2022,2.9858754
Vietnam,VNM,2023,3.335515
Zimbabwe,ZWE,2000,1.161666
Zimbabwe,ZWE,2001,1.0448444
Zimbabwe,ZWE,2002,0.9841349
Zimbabwe,ZWE,2003,0.86734307
Zimbabwe,ZWE,2004,0.7624744
Zimbabwe,ZWE,2005,0.85701835
Zimbabwe,ZWE,2006,0.8202858
Zimbabwe,ZWE,2007,0.7681306
Zimbabwe,ZWE,2008,0.5957278
Zimbabwe,ZWE,2009,0.6277054
Zimbabwe,ZWE,2010,0.655412
Zimbabwe,ZWE,2011,0.7622593
Zimbabwe,ZWE,2012,0.81443775
Zimbabwe,ZWE,2013,0.83285093
Zimbabwe,ZWE,2014,0.8408449
Zimbabwe,ZWE,2015,0.83456004
Zimbabwe,ZWE,2016,0.72471976
Zimbabwe,ZWE,2017,0.6634106
Zimbabwe,ZWE,2018,0.74531716
Zimbabwe,ZWE,2019,0.67204034
Zimbabwe,ZWE,2020,0.5470852
Zimbabwe,ZWE,2021,0.64591527
Zimbabwe,ZWE,2022,0.64876056
Zimbabwe,ZWE,2023,0.68320066
