country,ISO3,year,gdp_per_capita,co2_per_capita
Andorra,AND,2000,54809.1441679423,7.9806256
Andorra,AND,2001,59109.0136806378,7.959651
Andorra,AND,2002,61188.6370851474,7.992899
Andorra,AND,2003,63656.1958332184,7.701912
Andorra,AND,2004,64353.4858113531,7.5454874
Andorra,AND,2005,65114.8053663021,7.433105
Andorra,AND,2006,66390.293726491,6.862631
Andorra,AND,2007,65534.1168555171,6.5804276
Andorra,AND,2008,60691.6051530637,6.452868
Andorra,AND,2009,57203.9708883731,6.1603327
Andorra,AND,2010,58285.0577756981,6.4034505
Andorra,AND,2011,60470.4662377044,6.314885
Andorra,AND,2012,58172.1323929474,6.344217
Andorra,AND,2013,57332.1585611366,6.336149
Andorra,AND,2014,59929.2444670501,6.264013
Andorra,AND,2015,62105.1542389675,6.449363
Andorra,AND,2016,64402.8092369468,6.5007763
Andorra,AND,2017,63239.6577711911,6.3609385
Andorra,AND,2018,63048.5985572834,6.6312327
Andorra,AND,2019,63215.899791913,6.423361
Andorra,AND,2020,55488.4902991095,4.926832
Andorra,AND,2021,59332.2029100127,5.239097
Andorra,AND,2022,63913.3835079105,5.2659054
Andorra,AND,2023,64631.2963909271,5.244343
Argentina,ARG,2000,22281.3814299958,3.8552415
Argentina,ARG,2001,21066.4581290433,3.5916998
Argentina,ARG,2002,18571.7020471274,3.2851255
Argentina,ARG,2003,20005.1385113465,3.499908
Argentina,ARG,2004,21591.449396517,4.046011
Argentina,ARG,2005,23262.4075792816,4.1203976
Argentina,ARG,2006,24877.2493922296,4.39929
Argentina,ARG,2007,26850.6645932771,4.3377132
Argentina,ARG,2008,27658.4853446831,4.634423
Argentina,ARG,2009,25747.1976809995,4.361317
Argentina,ARG,2010,28056.2570212342,4.5035615
Argentina,ARG,2011,29425.7593876084,4.5476246
Argentina,ARG,2012,28825.9666865361,4.53876
Argentina,ARG,2013,29227.6601818437,4.451081
Argentina,ARG,2014,28200.8152571318,4.3788686
Argentina,ARG,2015,28669.2061336796,4.41024
Argentina,ARG,2016,27802.1057201498,4.32618
Argentina,ARG,2017,28334.904184742,4.219999
Argentina,ARG,2018,27367.115094108,4.0443406
Argentina,ARG,2019,26629.5529419501,3.969191
Argentina,ARG,2020,23877.0931404855,3.65377
Argentina,ARG,2021,26300.274261175,4.217578
Argentina,ARG,2022,27627.9634764636,4.4943905
Argentina,ARG,2023,27104.9799978169,4.2998033
Armenia,ARM,2000,4589.00825039977,1.1170479
Armenia,ARM,2001,5044.11647826468,1.1453818
Armenia,ARM,2002,5731.35346609213,1.0069385
Armenia,ARM,2003,6569.26023440631,1.1370969
Armenia,ARM,2004,7299.40001858866,1.2212437
Armenia,ARM,2005,8362.90084037119,1.4556637
Armenia,ARM,2006,9525.23146779778,1.4719477
Armenia,ARM,2007,10898.8483795634,1.7144848
Armenia,ARM,2008,11727.4821272949,1.8834113
Armenia,ARM,2009,10143.2350796867,1.4813764
Armenia,ARM,2010,10438.5641904169,1.450935
Armenia,ARM,2011,10990.177099035,1.6997997
Armenia,ARM,2012,11796.2741177994,1.966913
Armenia,ARM,2013,12194.0189523843,1.8939363
Armenia,ARM,2014,12667.3757330249,1.9176472
Armenia,ARM,2015,13112.7600902915,1.8723351
Armenia,ARM,2016,13192.9940731731,1.7826151
Armenia,ARM,2017,14243.8749003795,1.9006206
Armenia,ARM,2018,15037.0452420712,2.0008378
Armenia,ARM,2019,16215.3607965094,2.164008
Armenia,ARM,2020,15052.9359791136,2.3506444
Armenia,ARM,2021,15921.705281964,2.5840976
Armenia,ARM,2022,17886.1783877168,2.4869792
Armenia,ARM,2023,19230.1899296884,2.584923
Australia,AUS,2000,45013.0099535152,18.293966
Australia,AUS,2001,45338.6834259568,18.475426
Australia,AUS,2002,46609.7441798787,18.501194
Australia,AUS,2003,47500.8351163647,18.649893
Australia,AUS,2004,48980.8931754432,19.113388
Australia,AUS,2005,49914.5146351829,19.02867
Australia,AUS,2006,50602.3502510337,19.055374
Australia,AUS,2007,51562.094012556,19.063927
Australia,AUS,2008,52351.5870495814,18.943853
Australia,AUS,2009,52254.3227326852,18.688644
Australia,AUS,2010,52589.8182081922,18.297338
Australia,AUS,2011,53112.5328692855,17.965439
Australia,AUS,2012,54237.5919075866,17.77464
Australia,AUS,2013,54699.3516156156,17.17437
Australia,AUS,2014,55288.1153378005,16.644192
Australia,AUS,2015,55691.6988499962,16.76538
Australia,AUS,2016,56341.5181616503,16.867634
Australia,AUS,2017,56684.6473338143,16.732754
Australia,AUS,2018,57450.3810363952,16.544464
Australia,AUS,2019,57837.0606876407,16.315792
Australia,AUS,2020,57059.7436441324,15.506062
Australia,AUS,2021,58182.3369477501,14.987446
Australia,AUS,2022,59883.6470356073,14.66979
Australia,AUS,2023,60447.1608783424,14.478505
Bangladesh,BGD,2000,2712.93512215725,0.19725306
Bangladesh,BGD,2001,2803.55471950946,0.22706808
Bangladesh,BGD,2002,2866.43454328715,0.23037542
Bangladesh,BGD,2003,2958.91503115633,0.2376082
Bangladesh,BGD,2004,3071.83778764611,0.25179237
Bangladesh,BGD,2005,3231.61370692891,0.26062736
Bangladesh,BGD,2006,3407.4273502159,0.2850008
Bangladesh,BGD,2007,3608.91543819399,0.28836748
Bangladesh,BGD,2008,3787.9382761855,0.3033399
Bangladesh,BGD,2009,3942.13631207203,0.3260236
Bangladesh,BGD,2010,4125.46390163202,0.35502523
Bangladesh,BGD,2011,4352.42643359325,0.36195287
Bangladesh,BGD,2012,4592.04840919812,0.38501218
Bangladesh,BGD,2013,4822.72621378266,0.41373494
Bangladesh,BGD,2014,5068.63965672741,0.42763647
Bangladesh,BGD,2015,5352.71133299566,0.482795
Bangladesh,BGD,2016,5682.53553494306,0.5084299
Bangladesh,BGD,2017,6005.70718781048,0.53352576
Bangladesh,BGD,2018,6392.59334024091,0.52965784
Bangladesh,BGD,2019,6838.32611608243,0.5748978
Bangladesh,BGD,2020,7015.19792797056,0.57399553
Bangladesh,BGD,2021,7441.06913961254,0.64190555
Bangladesh,BGD,2022,7888.16389098304,0.67221427
Bangladesh,BGD,2023,8242.39798977242,0.6615086
Bolivia,BOL,2000,6146.02929250873,0.97996825
Bolivia,BOL,2001,6144.97829336289,0.9988706
Bolivia,BOL,2002,6193.26347365023,1.1688838
Bolivia,BOL,2003,6255.5155813074,1.2118468
Bolivia,BOL,2004,6407.83811661308,1.1985703
Bolivia,BOL,2005,6579.31228729913,1.3153518
Bolivia,BOL,2006,6778.38492393241,1.2951919
Bolivia,BOL,2007,6967.56987897155,1.3107055
Bolivia,BOL,2008,7272.16624073984,1.3161584
Bolivia,BOL,2009,7392.16259133447,1.3516202
Bolivia,BOL,2010,7571.67809088388,1.4455271
Bolivia,BOL,2011,7837.49318637041,1.5411018
Bolivia,BOL,2012,8108.20518658277,1.6675287
Bolivia,BOL,2013,8524.03213224208,1.663367
Bolivia,BOL,2014,8851.71163169903,1.8331811
Bolivia,BOL,2015,9141.92841760819,1.8054603
Bolivia,BOL,2016,9390.79064490474,1.8997626
Bolivia,BOL,2017,9642.81396069058,1.9543539
Bolivia,BOL,2018,9907.0625569677,1.9549538
Bolivia,BOL,2019,9985.23048827288,1.9368082
Bolivia,BOL,2020,9000.97564781423,1.5497013
Bolivia,BOL,2021,9454.19814726348,1.8225433
Bolivia,BOL,2022,9681.70742674425,1.852948
Bolivia,BOL,2023,9843.97014174079,1.9078085
Brazil,BRA,2000,14005.347188511,1.95487
Brazil,BRA,2001,14016.1313783123,1.9634924
Brazil,BRA,2002,14265.9048781372,1.9482261
Brazil,BRA,2003,14259.3664100397,1.908094
Brazil,BRA,2004,14911.2609620174,1.978562
Brazil,BRA,2005,15221.0138293364,1.9728998
Brazil,BRA,2006,15657.4795729144,1.9762388
Brazil,BRA,2007,16440.5837413089,2.071431
Brazil,BRA,2008,17113.3679835935,2.1675894
Brazil,BRA,2009,16939.4407823485,2.0292337
Brazil,BRA,2010,18062.1581117688,2.2729208
Brazil,BRA,2011,18627.8104543865,2.368747
Brazil,BRA,2012,18832.2195541702,2.5310798
Brazil,BRA,2013,19241.5059830671,2.6825008
Brazil,BRA,2014,19183.172746126,2.7883189
Brazil,BRA,2015,18357.0690632249,2.6247764
Brazil,BRA,2016,17620.9272447823,2.4247255
Brazil,BRA,2017,17724.4799591551,2.4340897
Brazil,BRA,2018,17917.7492137276,2.3210206
Brazil,BRA,2019,18018.6209165513,2.281887
Brazil,BRA,2020,17327.5157262925,2.1336453
Brazil,BRA,2021,18075.7060063108,2.3765988
Brazil,BRA,2022,18554.0461842977,2.3006465
Brazil,BRA,2023,19018.2390697496,2.3040092
Canada,CAN,2000,48345.3518124209,18.330502
Canada,CAN,2001,48719.795956871,17.888409
Canada,CAN,2002,49639.6085775214,17.87598
Canada,CAN,2003,50083.892303641,18.243011
Canada,CAN,2004,51153.5918853671,18.024137
Canada,CAN,2005,52298.192678437,17.658834
Canada,CAN,2006,53136.4812073413,17.343971
Canada,CAN,2007,53701.9303365541,17.88609
Canada,CAN,2008,53651.8034598593,17.213346
Canada,CAN,2009,51494.9536821882,16.046993
Canada,CAN,2010,52499.8506560483,16.221796
Canada,CAN,2011,53621.2879642754,16.301949
Canada,CAN,2012,53974.5675251608,16.156395
Canada,CAN,2013,54651.1873758517,16.117868
Canada,CAN,2014,55661.3651246938,15.896765
Canada,CAN,2015,55598.818909051,15.728859
Canada,CAN,2016,55544.1672980214,15.3733425
Canada,CAN,2017,56549.2192664333,15.474789
Canada,CAN,2018,57273.573246258,15.527008
Canada,CAN,2019,57519.6534956693,15.404461
Canada,CAN,2020,54032.5783238699,13.795024
Canada,CAN,2021,56575.0175664858,14.050852
Canada,CAN,2022,57681.4385853329,14.183269
Canada,CAN,2023,56714.1999131081,13.977411
Chile,CHL,2000,17532.8036452455,3.7734895
Chile,CHL,2001,17877.9810359002,3.3740773
Chile,CHL,2002,18248.0407377004,3.457938
Chile,CHL,2003,18910.9948496853,3.4384542
Chile,CHL,2004,19970.5627347261,3.658951
Chile,CHL,2005,20927.5178289954,3.7389753
Chile,CHL,2006,21977.979056884,3.8797834
Chile,CHL,2007,22888.7162082252,4.227355
Chile,CHL,2008,23519.8856016889,4.189846
Chile,CHL,2009,23023.4724446477,3.8777807
Chile,CHL,2010,24127.1342478616,4.1525984
Chile,CHL,2011,25377.1708049646,4.499339
Chile,CHL,2012,26681.9594386373,4.54481
Chile,CHL,2013,27303.0867868966,4.6213045
Chile,CHL,2014,27516.8705266845,4.3433294
Chile,CHL,2015,27823.3271405007,4.5314765
Chile,CHL,2016,27970.7444523462,4.612125
Chile,CHL,2017,27904.9823894821,4.5336003
Chile,CHL,2018,28504.9065695833,4.4692864
Chile,CHL,2019,28230.661999104,4.791046
Chile,CHL,2020,26259.8426100998,4.1391754
Chile,CHL,2021,29107.3294950456,4.29965
Chile,CHL,2022,29559.6561552202,4.221193
Chile,CHL,2023,29464.8961488736,3.9314575
China,CHN,2000,3989.06189555851,2.8743548
China,CHN,2001,4290.30208092921,2.9158025
China,CHN,2002,4650.89682139111,3.1884003
China,CHN,2003,5085.97783096768,3.7397096
China,CHN,2004,5567.19061247801,4.0068736
China,CHN,2005,6165.18344017524,4.4900646
China,CHN,2006,6910.75785854773,4.9272113
China,CHN,2007,7853.09639538115,5.267368
China,CHN,2008,8566.96485435217,5.6240664
China,CHN,2009,9325.65077925533,5.877799
China,CHN,2010,10267.8056684447,6.3782344
China,CHN,2011,11187.1660995211,7.0077763
China,CHN,2012,11985.3171249131,7.140667
China,CHN,2013,12830.3699705085,7.2199216
China,CHN,2014,13696.5174948492,7.1978407
China,CHN,2015,14575.9347897624,7.0648346
China,CHN,2016,15485.2130054608,6.9532394
China,CHN,2017,16461.069929896,7.084865
China,CHN,2018,17490.1667301804,7.2818375
China,CHN,2019,18465.298945245,7.5264006
China,CHN,2020,18833.7847033116,7.6471825
China,CHN,2021,20406.7296584605,8.025529
China,CHN,2022,21011.6171309077,7.964287
China,CHN,2023,22137.5998277466,8.366814
Colombia,COL,2000,10813.4942250011,1.4477241
Colombia,COL,2001,10823.4504878807,1.4316118
Colombia,COL,2002,10925.1485602082,1.3862796
Colombia,COL,2003,11183.2911819793,1.4016063
Colombia,COL,2004,11607.9384935105,1.3154225
Colombia,COL,2005,11999.2549591305,1.4280355
Colombia,COL,2006,12636.6246577724,1.4594254
Colombia,COL,2007,13318.3033138168,1.3991219
Colombia,COL,2008,13591.0609028567,1.5302994
Colombia,COL,2009,13586.7518430982,1.6367329
Colombia,COL,2010,14037.0642668639,1.7032403
Colombia,COL,2011,14852.3699513061,1.6841562
Colombia,COL,2012,15279.4790008058,1.7555273
Colombia,COL,2013,15912.2471293239,1.90903
Colombia,COL,2014,16480.3631474161,2.0203397
Colombia,COL,2015,16821.3801400631,2.0877993
Colombia,COL,2016,17003.244366485,1.9859419
Colombia,COL,2017,16986.0334182842,1.7994725
Colombia,COL,2018,17104.1313545678,1.7691385
Colombia,COL,2019,17336.7716030551,1.893445
Colombia,COL,2020,15861.4999291295,1.7723011
Colombia,COL,2021,17383.0901728295,1.842679
Colombia,COL,2022,18451.9459195936,1.8998168
Colombia,COL,2023,18357.6446425686,2.0114
Cyprus,CYP,2000,36125.12890625,7.494742
Cyprus,CYP,2001,37150.40234375,7.2359786
Cyprus,CYP,2002,38094.41796875,7.3029137
Cyprus,CYP,2003,38621.5,7.56069
Cyprus,CYP,2004,40023.7734375,7.6503687
Cyprus,CYP,2005,41366.078125,7.68084
Cyprus,CYP,2006,42599.32421875,7.7637644
Cyprus,CYP,2007,43827.93359375,7.928219
Cyprus,CYP,2008,44299.76953125,7.989783
Cyprus,CYP,2009,42257.26171875,7.636368
Cyprus,CYP,2010,42106.50390625,7.184269
Cyprus,CYP,2011,41216.8203125,6.7939243
Cyprus,CYP,2012,39194.15234375,6.2332525
Cyprus,CYP,2013,36697.453125,5.561407
Cyprus,CYP,2014,36444.6171875,5.7849126
Cyprus,CYP,2015,37905.8359375,5.718032
Cyprus,CYP,2016,40212.73828125,5.9616704
Cyprus,CYP,2017,42131.578125,5.9838886
Cyprus,CYP,2018,44231.07421875,5.7629395
Cyprus,CYP,2019,46198.89453125,5.70816
Cyprus,CYP,2020,44207.05078125,5.3869967
Cyprus,CYP,2021,48784.578125,5.443375
Cyprus,CYP,2022,51669.30078125,5.40629
Cyprus,CYP,2023,52195.34765625,5.3342433
Czechia,CZE,2000,29427.4070019017,12.429346
Czechia,CZE,2001,30399.8730821595,12.42629
Czechia,CZE,2002,30919.5496650702,12.106914
Czechia,CZE,2003,31949.2963172159,12.447432
Czechia,CZE,2004,33452.3408053286,12.502356
Czechia,CZE,2005,35535.748000894,12.226614
Czechia,CZE,2006,37786.8781765699,12.27974
Czechia,CZE,2007,39629.0061386399,12.4175625
Czechia,CZE,2008,40328.3426615738,11.845438
Czechia,CZE,2009,38175.1422753813,11.033807
Czechia,CZE,2010,39097.3886259443,11.2267275
Czechia,CZE,2011,39708.1626257241,10.975148
Czechia,CZE,2012,39347.0492990118,10.591444
Czechia,CZE,2013,39317.5535758017,10.153296
Czechia,CZE,2014,40158.0164293443,9.911981
Czechia,CZE,2015,42066.5759824007,9.976934
Czechia,CZE,2016,43069.465980016,10.126231
Czechia,CZE,2017,45177.5226061829,10.221304
Czechia,CZE,2018,46301.082042021,10.080272
Czechia,CZE,2019,47763.616553948,9.569924
Czechia,CZE,2020,45119.9387370784,8.689388
Czechia,CZE,2021,47796.0337408466,9.17754
Czechia,CZE,2022,48390.6616781057,8.91092
Czechia,CZE,2023,47495.2305648524,7.92107
Germany,DEU,2000,49979.1331729782,10.9903
Germany,DEU,2001,50711.6804808083,11.170657
Germany,DEU,2002,50510.9059494432,10.952274
Germany,DEU,2003,50215.4253982865,10.893729
Germany,DEU,2004,50810.1431148721,10.677811
Germany,DEU,2005,51289.2800442192,10.577888
Germany,DEU,2006,53326.9769407143,10.849614
Germany,DEU,2007,54941.6017632199,10.407525
Germany,DEU,2008,55547.3107483969,10.560963
Germany,DEU,2009,52600.2325215272,9.760283
Germany,DEU,2010,54865.4305289008,10.227281
Germany,DEU,2011,57992.3667587423,9.949733
Germany,DEU,2012,58158.1379752479,10.060888
Germany,DEU,2013,58223.6495262666,10.263168
Germany,DEU,2014,59239.3401157716,9.739707
Germany,DEU,2015,59699.3381277236,9.7571745
Germany,DEU,2016,60578.2870828309,9.642498
Germany,DEU,2017,61991.497305328,9.441113
Germany,DEU,2018,62495.4989424234,9.116714
Germany,DEU,2019,62970.7160877929,8.494904
Germany,DEU,2020,60342.6627168229,7.752807
Germany,DEU,2021,62530.7653199241,8.109933
Germany,DEU,2022,62931.968415318,7.9855165
Germany,DEU,2023,63154.6748740201,7.051025
Ecuador,ECU,2000,9171.7510824383,1.6492264
Ecuador,ECU,2001,9393.5430677334,1.8130603
Ecuador,ECU,2002,9685.6215689776,1.8896518
Ecuador,ECU,2003,9790.75094494132,2.0244603
Ecuador,ECU,2004,10277.9999522418,2.149964
Ecuador,ECU,2005,10647.0863990257,2.2092562
Ecuador,ECU,2006,10920.0352242273,2.1077354
Ecuador,ECU,2007,10939.3443718859,2.3923388
Ecuador,ECU,2008,11460.4053920721,2.07987
Ecuador,ECU,2009,11389.4948561309,2.266208
Ecuador,ECU,2010,11651.3422970974,2.4061325
Ecuador,ECU,2011,12433.758980372,2.4966385
Ecuador,ECU,2012,12945.0771751419,2.4022887
Ecuador,ECU,2013,13672.3064630751,2.5086834
Ecuador,ECU,2014,14047.4913782084,2.7272305
Ecuador,ECU,2015,13864.4877052902,2.53752
Ecuador,ECU,2016,13569.7967959864,2.3845396
Ecuador,ECU,2017,14161.7051815893,2.3374374
Ecuador,ECU,2018,14066.1762612468,2.2539744
Ecuador,ECU,2019,13853.4207787933,2.3103745
Ecuador,ECU,2020,12425.0175450466,1.8756075
Ecuador,ECU,2021,13539.7108484794,2.16058
Ecuador,ECU,2022,14263.2039756632,2.2734714
Ecuador,ECU,2023,14472.3165053895,2.4011562
Ethiopia,ETH,2000,810.270707714513,0.051368944
Ethiopia,ETH,2001,851.313384896172,0.061371796
Ethiopia,ETH,2002,838.298004099301,0.061864417
Ethiopia,ETH,2003,795.772097624193,0.06596316
Ethiopia,ETH,2004,877.114450100542,0.067806825
Ethiopia,ETH,2005,952.115617567442,0.06324222
Ethiopia,ETH,2006,1024.72906692604,0.06589777
Ethiopia,ETH,2007,1109.14324580737,0.070269234
Ethiopia,ETH,2008,1193.74722217379,0.07502134
Ethiopia,ETH,2009,1262.46391533704,0.07332829
Ethiopia,ETH,2010,1381.19037588937,0.07007186
Ethiopia,ETH,2011,1492.5338883548,0.079547115
Ethiopia,ETH,2012,1576.76867666039,0.08411428
Ethiopia,ETH,2013,1696.86506903221,0.09995026
Ethiopia,ETH,2014,1821.39152446688,0.11542686
Ethiopia,ETH,2015,1957.41444173205,0.122264124
Ethiopia,ETH,2016,2084.84044949632,0.13582079
Ethiopia,ETH,2017,2222.82813075835,0.1347171
Ethiopia,ETH,2018,2311.16499825122,0.1401208
Ethiopia,ETH,2019,2437.97033495522,0.14892082
Ethiopia,ETH,2020,2516.54894667514,0.13328455
Ethiopia,ETH,2021,2588.41296931036,0.13231507
Ethiopia,ETH,2022,2655.57791619133,0.12088377
Ethiopia,ETH,2023,2755.45709577808,0.118322685
United Kingdom,GBR,2000,43247.6363873458,9.635284
United Kingdom,GBR,2001,44189.8548896778,9.748516
United Kingdom,GBR,2002,44793.3260727072,9.409919
United Kingdom,GBR,2003,45990.7158909913,9.5555935
United Kingdom,GBR,2004,46853.7925395701,9.530174
United Kingdom,GBR,2005,47804.7852569688,9.412137
United Kingdom,GBR,2006,48584.4359469012,9.301161
United Kingdom,GBR,2007,49472.985996223,9.093347
United Kingdom,GBR,2008,48963.023157871,8.785372
United Kingdom,GBR,2009,46348.7534175335,7.904943
United Kingdom,GBR,2010,47013.8824123254,8.12464
United Kingdom,GBR,2011,47178.9199001066,7.395984
United Kingdom,GBR,2012,47558.9936362037,7.6215353
United Kingdom,GBR,2013,48091.8465962989,7.417552
United Kingdom,GBR,2014,49264.0553741224,6.764838
United Kingdom,GBR,2015,49961.687628766,6.461417
United Kingdom,GBR,2016,50537.3417528108,6.0617714
United Kingdom,GBR,2017,51528.6046743424,5.8378496
United Kingdom,GBR,2018,51937.0226977295,5.6886287
United Kingdom,GBR,2019,52483.8125088392,5.4350815
United Kingdom,GBR,2020,46907.7139264028,4.844164
United Kingdom,GBR,2021,50972.2445879987,5.0911255
United Kingdom,GBR,2022,52836.0247301829,4.603082
United Kingdom,GBR,2023,52582.0612138594,4.4428277
Greece,GRC,2000,31386.6397823871,9.549958
Greece,GRC,2001,32675.9290840743,9.716937
Greece,GRC,2002,34081.0288496165,9.641713
Greece,GRC,2003,35970.7016466991,9.989241
Greece,GRC,2004,37811.4913130884,10.0011015
Greece,GRC,2005,38146.9628219173,10.3711815
Greece,GRC,2006,40483.1568120089,10.20506
Greece,GRC,2007,41796.2337470888,10.370174
Greece,GRC,2008,41709.3876118794,10.028189
Greece,GRC,2009,39886.2134611393,9.391401
Greece,GRC,2010,37566.7482904511,8.751235
Greece,GRC,2011,33906.4915655117,8.507247
Greece,GRC,2012,31250.2267785089,8.2721405
Greece,GRC,2013,30762.4431700648,7.4505033
Greece,GRC,2014,31213.376451539,7.218839
Greece,GRC,2015,31347.976492847,6.92429
Greece,GRC,2016,31468.619625013,6.6224217
