,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
359,C,A,20230101,2023,52,2023,233,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C04,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,78496852.26,,78496852.26,4,False,True
365,C,A,20230101,2023,52,2023,233,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,25310122.8,,25310122.8,0,False,True
372,C,A,20230101,2023,52,2023,233,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,199013.59,,199013.59,0,False,True
377,C,A,20230101,2023,52,2023,233,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,179236.07,,179236.07,0,False,True
379,C,A,20100101,2010,52,2010,251,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,48872681511.0,,48872681511.0,0,True,False
380,C,A,20110101,2011,52,2011,251,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,57431105723.0,,57431105723.0,0,True,False
381,C,A,20120101,2012,52,2012,251,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,53458273330.0,,53458273330.0,0,True,False
382,C,A,20130101,2013,52,2013,251,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,54221962983.0,,54221962983.0,0,True,False
383,C,A,20140101,2014,52,2014,251,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,56416479646.0,,56416479646.0,0,True,False
384,C,A,20150101,2015,52,2015,251,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,51871364118.0,,51871364118.0,0,True,False
385,C,A,20160101,2016,52,2016,251,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,51032597789.0,,51032597789.0,0,True,False
386,C,A,20170101,2017,52,2017,251,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,55401050257.348,,55401050257.348,0,False,True
395,C,A,20180101,2018,52,2018,251,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,0.0,False,59036932917.327,,59036932917.327,4,False,True
404,C,A,20190101,2019,52,2019,251,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,59564010774.077,,59564010774.077,4,False,True
413,C,A,20200101,2020,52,2020,251,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,41096131586.021,,41096131586.021,4,False,True
414,C,A,20210101,2021,52,2021,251,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,48189354261.874,,48189354261.874,4,False,True
415,C,A,20220101,2022,52,2022,251,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,51751166163.549,,51751166163.549,4,False,True
417,C,A,20230101,2023,52,2023,251,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,44858574684.799,,44858574684.799,4,False,True
418,C,A,20100101,2010,52,2010,300,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,3797414605.0,,3797414605.0,0,True,False
419,C,A,20110101,2011,52,2011,300,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,3467938901.0,,3467938901.0,0,True,False
420,C,A,20120101,2012,52,2012,300,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,2944646704.0,,2944646704.0,0,True,False
421,C,A,20130101,2013,52,2013,300,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,2914166574.0,,2914166574.0,0,True,False
422,C,A,20140101,2014,52,2014,300,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,3313757754.0,,3313757754.0,0,True,False
423,C,A,20150101,2015,52,2015,300,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,2831346469.0,,2831346469.0,0,True,False
424,C,A,20160101,2016,52,2016,300,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,3194687236.0,,3194687236.0,0,True,False
425,C,A,20170101,2017,52,2017,300,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,3070606079.374,,3070606079.374,0,False,True
432,C,A,20180101,2018,52,2018,300,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,4241221017.185,,4241221017.185,0,False,True
440,C,A,20190101,2019,52,2019,300,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4546496425.066,,4546496425.066,4,False,True
447,C,A,20200101,2020,52,2020,300,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4275097434.878,0.0,4275097434.878,4,False,True
453,C,A,20210101,2021,52,2021,300,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5924661601.138,0.0,5924661601.138,4,False,True
460,C,A,20220101,2022,52,2022,300,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8327452143.694,,8327452143.694,4,False,True
467,C,A,20230101,2023,52,2023,300,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7461352914.941,,7461352914.941,4,False,True
475,C,A,20100101,2010,52,2010,348,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,6173901000.0,,6173901000.0,0,True,False
476,C,A,20110101,2011,52,2011,348,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,6079151000.0,,6079151000.0,0,True,False
477,C,A,20120101,2012,52,2012,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,5412282799.0,,5412282799.0,0,True,False
478,C,A,20130101,2013,52,2013,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,5360437378.0,,5360437378.0,0,True,False
479,C,A,20140101,2014,52,2014,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,5140096968.0,,5140096968.0,0,True,False
480,C,A,20150101,2015,52,2015,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,4776876860.0,,4776876860.0,0,True,False
481,C,A,20160101,2016,52,2016,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,4866965630.0,,4866965630.0,0,False,True
487,C,A,20160101,2016,52,2016,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,4642170123.0,,4642170123.0,0,False,True
493,C,A,20160101,2016,52,2016,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,183492628.0,,183492628.0,0,False,True
498,C,A,20160101,2016,52,2016,348,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C09,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,41302879.0,,41302879.0,0,False,True
503,C,A,20170101,2017,52,2017,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,5291299783.0,,5291299783.0,0,False,True
511,C,A,20180101,2018,52,2018,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,6377348262.0,,6377348262.0,0,False,True
518,C,A,20180101,2018,52,2018,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,6231383938.0,,6231383938.0,0,False,True
525,C,A,20180101,2018,52,2018,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,142648257.0,,142648257.0,0,False,True
530,C,A,20180101,2018,52,2018,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C09,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,3316067.0,,3316067.0,0,False,True
535,C,A,20190101,2019,52,2019,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7157897500.0,,7157897500.0,4,False,True
541,C,A,20190101,2019,52,2019,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6999520896.0,,6999520896.0,4,False,True
547,C,A,20190101,2019,52,2019,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,150677981.0,,150677981.0,4,False,True
552,C,A,20190101,2019,52,2019,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C09,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7698623.0,,7698623.0,4,False,True
557,C,A,20200101,2020,52,2020,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9017060378.0,0.0,9017060378.0,4,False,True
564,C,A,20200101,2020,52,2020,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8527646432.0,0.0,8527646432.0,4,False,True
571,C,A,20200101,2020,52,2020,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,487149310.0,0.0,487149310.0,4,False,True
576,C,A,20200101,2020,52,2020,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2264636.0,0.0,2264636.0,4,False,True
580,C,A,20210101,2021,52,2021,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9825403731.0,0.0,9825403731.0,4,False,True
587,C,A,20210101,2021,52,2021,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9233169706.0,0.0,9233169706.0,4,False,True
594,C,A,20210101,2021,52,2021,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,591564019.0,0.0,591564019.0,4,False,True
600,C,A,20210101,2021,52,2021,348,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,670006.0,0.0,670006.0,4,False,True
604,C,A,20220101,2022,52,2022,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,10733563807.0,,10733563807.0,4,False,True
611,C,A,20220101,2022,52,2022,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,10304023454.0,,10304023454.0,4,False,True
618,C,A,20220101,2022,52,2022,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,428551762.0,,428551762.0,4,False,True
623,C,A,20220101,2022,52,2022,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,988591.0,,988591.0,4,False,True
627,C,A,20230101,2023,52,2023,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9789250054.0,,9789250054.0,4,False,True
633,C,A,20230101,2023,52,2023,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9442707623.0,,9442707623.0,4,False,True
639,C,A,20230101,2023,52,2023,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,338853486.0,,338853486.0,4,False,True
645,C,A,20230101,2023,52,2023,348,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7688945.0,,7688945.0,4,False,True
651,C,A,20100101,2010,52,2010,352,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,235665462.0,,235665462.0,0,True,False
652,C,A,20110101,2011,52,2011,352,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,303031245.0,,303031245.0,0,True,False
653,C,A,20120101,2012,52,2012,352,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,341502602.0,,341502602.0,0,True,False
654,C,A,20130101,2013,52,2013,352,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,391969275.0,,391969275.0,0,True,False
655,C,A,20140101,2014,52,2014,352,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,397510600.0,,397510600.0,0,True,False
656,C,A,20150101,2015,52,2015,352,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,414334776.0,,414334776.0,0,True,False
657,C,A,20160101,2016,52,2016,352,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,419223668.0,,419223668.0,0,True,False
658,C,A,20170101,2017,52,2017,352,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,483220208.436,448797753.915,483220208.436,0,False,True
659,C,A,20180101,2018,52,2018,352,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,680314734.922,629959120.979,680314734.922,0,False,True
660,C,A,20190101,2019,52,2019,352,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,485664372.456,450197856.785,485664372.456,4,False,True
661,C,A,20200101,2020,52,2020,352,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,480796151.99,448440314.155,480796151.99,4,False,True
662,C,A,20210101,2021,52,2021,352,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,694912863.846,639857340.764,694912863.846,4,False,True
663,C,A,20220101,2022,52,2022,352,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,903493842.864,837850854.899,903493842.864,4,False,True
664,C,A,20230101,2023,52,2023,352,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,826643221.73,782290981.47,826643221.73,4,False,True
665,C,A,20100101,2010,52,2010,372,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3336509645.008,,3336509645.008,4,False,True
666,C,A,20110101,2011,52,2011,372,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3578146189.463,,3578146189.463,4,False,True
667,C,A,20120101,2012,52,2012,372,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,3547683282.129,,3547683282.129,0,False,True
668,C,A,20130101,2013,52,2013,372,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3997916568.361,0.0,3997916568.361,4,False,True
669,C,A,20140101,2014,52,2014,372,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4499551031.411,0.0,4499551031.411,4,False,True
670,C,A,20150101,2015,52,2015,372,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4765502034.686,0.0,4765502034.686,4,False,True
671,C,A,20160101,2016,52,2016,372,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4581620163.004,0.0,4581620163.004,4,False,True
672,C,A,20170101,2017,52,2017,372,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5004575833.047,0.0,5004575833.047,4,False,True
673,C,A,20180101,2018,52,2018,372,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6275729116.42,0.0,6275729116.42,4,False,True
674,C,A,20190101,2019,52,2019,372,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6185710542.301,0.0,6185710542.301,4,False,True
675,C,A,20200101,2020,52,2020,372,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7477588962.299,0.0,7477588962.299,4,False,True
676,C,A,20210101,2021,52,2021,372,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,9996877586.329,,9996877586.329,4,False,True
677,C,A,20220101,2022,52,2022,372,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,15193428164.168,,15193428164.168,4,False,True
678,C,A,20230101,2023,52,2023,372,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,11553221072.246,,11553221072.246,4,False,True
679,C,A,20100101,2010,52,2010,392,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,153203233770.0,,153203233770.0,0,True,False
680,C,A,20110101,2011,52,2011,392,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,183882189759.0,,183882189759.0,0,True,False
681,C,A,20120101,2012,52,2012,392,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,188500370264.0,,188500370264.0,0,True,False
682,C,A,20130101,2013,52,2013,392,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,180977514211.0,,180977514211.0,0,True,False
683,C,A,20140101,2014,52,2014,392,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,181294159255.0,,181294159255.0,0,True,False
684,C,A,20150101,2015,52,2015,392,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,160559698699.0,,160559698699.0,0,True,False
685,C,A,20160101,2016,52,2016,392,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,156552583048.0,,156552583048.0,0,True,False
686,C,A,20170101,2017,52,2017,392,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,164543433301.953,0.0,164543433301.953,4,False,True
687,C,A,20180101,2018,52,2018,392,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,173716566952.912,0.0,173716566952.912,4,False,True
688,C,A,20190101,2019,52,2019,392,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,169295821037.71,0.0,169295821037.71,4,False,True
689,C,A,20200101,2020,52,2020,392,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,163850555245.582,0.0,163850555245.582,4,False,True
690,C,A,20210101,2021,52,2021,392,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,185664476693.582,0.0,185664476693.582,4,False,True
691,C,A,20220101,2022,52,2022,392,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,188857701313.612,0.0,188857701313.612,4,False,True
692,C,A,20230101,2023,52,2023,392,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,168056752298.053,,168056752298.053,4,False,True
693,C,A,20100101,2010,52,2010,440,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,570238922.0,,570238922.0,0,True,False
694,C,A,20110101,2011,52,2011,440,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,628314685.0,,628314685.0,0,True,False
695,C,A,20120101,2012,52,2012,440,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,681588094.0,,681588094.0,0,True,False
696,C,A,20130101,2013,52,2013,440,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,750783908.0,,750783908.0,0,True,False
697,C,A,20140101,2014,52,2014,440,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,884211851.0,,884211851.0,0,True,False
698,C,A,20150101,2015,52,2015,440,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,806015898.0,,806015898.0,0,True,False
699,C,A,20160101,2016,52,2016,440,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,784256814.99,,784256814.99,0,False,True
700,C,A,20170101,2017,52,2017,440,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,929395701.95,,929395701.95,4,False,True
