,typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
701,C,A,20180101,2018,52,2018,440,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,1009313530.0,,1009313530.0,0,False,True
702,C,A,20190101,2019,52,2019,440,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,1039963804.0,,1039963804.0,4,False,True
703,C,A,20200101,2020,52,2020,440,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,1336895926.0,,1336895926.0,4,False,True
704,C,A,20210101,2021,52,2021,440,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,1855223041.99,0.0,1855223041.99,4,False,True
705,C,A,20220101,2022,52,2022,440,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2088639733.0,,2088639733.0,4,False,True
706,C,A,20230101,2023,52,2023,440,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,1845974137.0,,1845974137.0,4,False,True
707,C,A,20100101,2010,52,2010,528,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,,False,-1,,,False,,False,,False,41097213779.0,,41097213779.0,0,True,False
708,C,A,20110101,2011,52,2011,528,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,42957013473.362,,42957013473.362,4,False,True
709,C,A,20120101,2012,52,2012,528,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,41012723859.709,,41012723859.709,4,False,True
710,C,A,20130101,2013,52,2013,528,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,42219298826.795,,42219298826.795,4,False,True
711,C,A,20140101,2014,52,2014,528,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,47037454316.324,,47037454316.324,4,False,True
712,C,A,20150101,2015,52,2015,528,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,35955086004.413,,35955086004.413,4,False,True
713,C,A,20160101,2016,52,2016,528,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,35979810323.887,,35979810323.887,4,False,True
714,C,A,20170101,2017,52,2017,528,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,40790608949.524,,40790608949.524,4,False,True
715,C,A,20180101,2018,52,2018,528,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,46276604505.926,,46276604505.926,4,False,True
716,C,A,20190101,2019,52,2019,528,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,48168517539.151,,48168517539.151,4,False,True
717,C,A,20200101,2020,52,2020,528,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,51227906353.633,0.0,51227906353.633,4,False,True
718,C,A,20210101,2021,52,2021,528,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,63542649265.415,0.0,63542649265.415,4,False,True
719,C,A,20220101,2022,52,2022,528,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,67656334150.498,,67656334150.498,4,False,True
720,C,A,20230101,2023,52,2023,528,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,55403242550.136,,55403242550.136,4,False,True
721,C,A,20100101,2010,52,2010,554,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4872407772.413,,4872407772.413,4,False,True
725,C,A,20110101,2011,52,2011,554,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5876729911.21,,5876729911.21,4,False,True
729,C,A,20120101,2012,52,2012,554,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,6248986386.151,,6248986386.151,0,False,True
733,C,A,20130101,2013,52,2013,554,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,6770766523.427,,6770766523.427,0,False,True
737,C,A,20140101,2014,52,2014,554,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,7198993138.419,,7198993138.419,0,False,True
741,C,A,20150101,2015,52,2015,554,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,,True,,False,7146236998.723,,7146236998.723,0,False,True
745,C,A,20160101,2016,52,2016,554,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0 ,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7203337601.777,,7203337601.777,4,False,True
749,C,A,20170101,2017,52,2017,554,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7748410971.97,7479419018.144,7748410971.97,4,False,True
753,C,A,20180101,2018,52,2018,554,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8643468142.917,0.0,8643468142.917,4,False,True
754,C,A,20190101,2019,52,2019,554,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8542972033.747,8258439398.504,8542972033.747,4,False,True
755,C,A,20200101,2020,52,2020,554,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8296252307.32,7948107539.068,8296252307.32,4,False,True
756,C,A,20210101,2021,52,2021,554,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,11774053083.663,10853957809.41,11774053083.663,4,False,True
757,C,A,20220101,2022,52,2022,554,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,12686967649.288,11513171763.83,12686967649.288,4,False,True
758,C,A,20230101,2023,52,2023,554,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,10456232285.786,,10456232285.786,4,False,True
759,C,A,20100101,2010,52,2010,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4034100962.634,3898351310.848,4034100962.634,4,False,True
767,C,A,20100101,2010,52,2010,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2367292309.126,2264048127.228,2367292309.126,4,False,True
774,C,A,20100101,2010,52,2010,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3311142.596,3071791.021,3311142.596,4,False,True
778,C,A,20100101,2010,52,2010,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,62092.607,61985.224,62092.607,4,False,True
780,C,A,20100101,2010,52,2010,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,1663435418.305,1631169407.375,1663435418.305,4,False,True
787,C,A,20110101,2011,52,2011,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4757675811.061,4616327261.514,4757675811.061,4,False,True
796,C,A,20110101,2011,52,2011,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2686347499.614,2582453671.031,2686347499.614,4,False,True
804,C,A,20110101,2011,52,2011,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3291088.292,3172361.49,3291088.292,4,False,True
808,C,A,20110101,2011,52,2011,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,39040.162,31557.012,39040.162,0,False,True
811,C,A,20110101,2011,52,2011,703,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2067998182.993,2030669671.981,2067998182.993,4,False,True
819,C,A,20120101,2012,52,2012,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4881282949.721,4743242793.879,4881282949.721,4,False,True
828,C,A,20120101,2012,52,2012,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2798879396.012,2691616269.445,2798879396.012,4,False,True
834,C,A,20120101,2012,52,2012,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5893641.916,5763718.913,5893641.916,4,False,True
838,C,A,20120101,2012,52,2012,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,49132.901,47908.497,49132.901,0,False,True
841,C,A,20120101,2012,52,2012,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2076460778.892,2045814897.024,2076460778.892,4,False,True
849,C,A,20130101,2013,52,2013,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6112199815.567,5941216495.114,6112199815.567,4,False,True
858,C,A,20130101,2013,52,2013,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2999172770.012,2869687715.681,2999172770.012,4,False,True
864,C,A,20130101,2013,52,2013,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,11968651.449,11499003.69,11968651.449,4,False,True
868,C,A,20130101,2013,52,2013,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,8219.722,8219.722,8219.722,0,False,True
873,C,A,20130101,2013,52,2013,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3101050174.383,3060021556.02,3101050174.383,4,False,True
881,C,A,20140101,2014,52,2014,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6677842565.973,6479910065.508,6677842565.973,4,False,True
890,C,A,20140101,2014,52,2014,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2949417878.178,2808830646.808,2949417878.178,4,False,True
897,C,A,20140101,2014,52,2014,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,15307405.671,14701044.602,15307405.671,4,False,True
901,C,A,20140101,2014,52,2014,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,40842.106,40043.677,40842.106,0,False,True
905,C,A,20140101,2014,52,2014,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3713076440.017,3656338330.421,3713076440.017,4,False,True
913,C,A,20150101,2015,52,2015,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6469010338.446,6266093258.907,6469010338.446,4,False,True
922,C,A,20150101,2015,52,2015,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2920121623.936,2782107975.998,2920121623.936,4,False,True
929,C,A,20150101,2015,52,2015,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,6152904.198,5930281.524,6152904.198,0,False,True
933,C,A,20150101,2015,52,2015,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,185341.928,181256.701,185341.928,0,False,True
937,C,A,20150101,2015,52,2015,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3542550468.385,3477873744.684,3542550468.385,4,False,True
945,C,A,20160101,2016,52,2016,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6346477166.029,6161887354.113,6346477166.029,4,False,True
954,C,A,20160101,2016,52,2016,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3287487442.778,3173459840.195,3287487442.778,4,False,True
960,C,A,20160101,2016,52,2016,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5708001.014,5550236.343,5708001.014,4,False,True
964,C,A,20160101,2016,52,2016,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,223345.353,223291.115,223345.353,0,False,True
967,C,A,20160101,2016,52,2016,703,,,M,,156,,,0,,,H4,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3053058376.884,2982653986.46,3053058376.884,4,False,True
975,C,A,20170101,2017,52,2017,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,6102156536.228,5950840015.009,6102156536.228,4,False,True
985,C,A,20170101,2017,52,2017,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3307290046.568,3221439229.533,3307290046.568,4,False,True
992,C,A,20170101,2017,52,2017,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,34433672.129,33343002.403,34433672.129,4,False,True
996,C,A,20170101,2017,52,2017,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,543719.984,543148.365,543719.984,0,False,True
1000,C,A,20170101,2017,52,2017,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2759889097.547,2695514634.707,2759889097.547,4,False,True
1009,C,A,20180101,2018,52,2018,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5546645364.109,5413716776.802,5546645364.109,4,False,True
1019,C,A,20180101,2018,52,2018,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2935776749.078,2852249724.394,2935776749.078,4,False,True
1026,C,A,20180101,2018,52,2018,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,98029112.642,94232083.36,98029112.642,4,False,True
1031,C,A,20180101,2018,52,2018,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,203563.403,200300.427,203563.403,0,False,True
1035,C,A,20180101,2018,52,2018,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2512635938.986,2467034668.62,2512635938.986,4,False,True
1044,C,A,20190101,2019,52,2019,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5784605476.475,5646040614.575,5784605476.475,4,False,True
1052,C,A,20190101,2019,52,2019,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2988039069.267,2904430053.453,2988039069.267,4,False,True
1058,C,A,20190101,2019,52,2019,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,223251960.126,214920315.576,223251960.126,4,False,True
1063,C,A,20190101,2019,52,2019,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,108268.905,105611.271,108268.905,0,False,True
1066,C,A,20190101,2019,52,2019,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2573206178.177,2526584634.275,2573206178.177,4,False,True
1073,C,A,20200101,2020,52,2020,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,5732722908.161,5597187923.963,5732722908.161,4,False,True
1081,C,A,20200101,2020,52,2020,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3021943959.218,2937886741.323,3021943959.218,4,False,True
1087,C,A,20200101,2020,52,2020,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,136077969.328,132570227.16,136077969.328,4,False,True
1092,C,A,20200101,2020,52,2020,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,70572.864,68057.749,70572.864,4,False,True
1095,C,A,20200101,2020,52,2020,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,2574630406.751,2526662897.731,2574630406.751,4,False,True
1102,C,A,20210101,2021,52,2021,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,7656037877.531,7438712141.567,7656037877.531,4,False,True
1111,C,A,20210101,2021,52,2021,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4102705211.327,3948812125.608,4102705211.327,4,False,True
1117,C,A,20210101,2021,52,2021,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,127234440.837,125009897.918,127234440.837,4,False,True
1122,C,A,20210101,2021,52,2021,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,229412.59,208307.772,229412.59,0,False,True
1125,C,A,20210101,2021,52,2021,703,,,M,,156,,,0,,,H5,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3425868812.777,3364681810.269,3425868812.777,4,False,True
1133,C,A,20220101,2022,52,2022,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8722710101.231,8450125825.469,8722710101.231,4,False,True
1142,C,A,20220101,2022,52,2022,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4566718336.702,4369761083.965,4566718336.702,4,False,True
1148,C,A,20220101,2022,52,2022,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,254645240.632,244510614.267,254645240.632,4,False,True
1153,C,A,20220101,2022,52,2022,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,297129.254,275679.707,297129.254,0,False,True
1157,C,A,20220101,2022,52,2022,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3901049394.643,3835578447.53,3901049394.643,4,False,True
1165,C,A,20230101,2023,52,2023,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,8531901032.298,8283651419.362,8531901032.298,4,False,True
1173,C,A,20230101,2023,52,2023,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,4239003150.414,4064342134.449,4239003150.414,4,False,True
1179,C,A,20230101,2023,52,2023,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,339389167.518,330212329.369,339389167.518,4,False,True
1184,C,A,20230101,2023,52,2023,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C07,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,91007.136,73457.065,91007.136,0,False,True
1188,C,A,20230101,2023,52,2023,703,,,M,,156,,,0,,,H6,HS,True,TOTAL,,,,C20,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,3953417707.23,3889023498.479,3953417707.23,4,False,True
1195,C,A,20100101,2010,52,2010,724,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,25071365490.576,,25071365490.576,4,False,True
1205,C,A,20100101,2010,52,2010,724,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C01,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,True,0.0,False,21280856004.688,,21280856004.688,4,False,True
1215,C,A,20100101,2010,52,2010,724,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C02,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,69638741.829,,69638741.829,0,False,True
1221,C,A,20100101,2010,52,2010,724,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C04,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,3156534.214,,3156534.214,0,False,True
1225,C,A,20100101,2010,52,2010,724,,,M,,156,,,0,,,H3,HS,True,TOTAL,,,,C06,,0,0,,-1,,0.0,False,-1,,0.0,False,0.0,False,0.0,False,120756332.699,,120756332.699,0,False,True
