,period,reporterCode,primaryValue,debt_ratio,gdp_per_cap
0,2010,36,38004358372.0,28.6633975352712,53578.8125049759
1,2010,40,7191716699.0,87.6567178372011,43035.407467795
2,2010,56,8176073533.354,93.1802046517235,39991.5646228587
3,2010,124,43240159894.0,53.1497329605545,41164.3399062659
4,2010,208,6426366383.0,,51209.4492636368
5,2010,233,921924050.0,8.96568294463499,14657.9387698819
6,2010,251,48872681511.0,81.5839043330584,35578.1967958814
7,2010,300,3797414605.0,136.928187116935,21547.7241895964
8,2010,348,6173901000.0,81.2817151464614,11307.7161991209
9,2010,352,235665462.0,150.633812484101,48193.7014041013
10,2010,372,3336509645.008,82.4653136911507,47040.3543858023
11,2010,392,153203233770.0,160.498098433606,32942.2020783725
12,2010,440,570238922.0,41.8012709485019,10884.1160456797
13,2010,554,4872407772.413,34.8105506978391,35392.017344657
14,2010,703,8068201925.268,45.5854609215903,14596.1478430022
15,2010,724,50142730981.153,49.9611949485467,25766.2515889226
16,2010,752,7407657439.0,43.5707586390208,48204.6580784176
17,2010,826,61733671529.0,131.087940527915,42311.4329860219
18,2010,842,382964820324.0,84.9643739761343,52821.4047643404
19,2011,36,43447909794.0,30.0953996273683,54111.357240336
20,2011,40,8899480099.0,87.866630904677,44146.1957578601
21,2011,56,9395707045.425,94.869878328893,40236.9596151297
22,2011,124,48653536126.0,54.1193858391726,42043.6419607016
23,2011,208,6720217637.0,,51667.5313181951
24,2011,233,1419981000.0,7.16885826942615,15820.9215165125
25,2011,251,57431105723.0,83.3376896463065,36269.9561589984
26,2011,300,3467938901.0,116.116344893868,19448.2557511168
27,2011,348,6079151000.0,90.562544900341,11551.4989289342
28,2011,352,303031245.0,156.915918249342,48933.5456614347
29,2011,372,3578146189.463,110.569372265448,47607.8852921203
30,2011,392,183882189759.0,175.567641219028,33011.13423011
31,2011,440,628314685.0,41.4084048325207,11836.7199700848
32,2011,554,5876729911.21,48.135830634183,35910.4173636577
33,2011,703,9515351622.122,48.6865522353748,14950.8735594537
34,2011,724,52041127801.01,57.7899857640377,25510.5579601069
35,2011,752,6845032635.0,43.9567484111978,49355.6899419737
36,2011,826,66039713607.0,143.759014549588,42459.9629998419
37,2011,842,417340261542.0,89.5467947782693,53259.2552138539
38,2012,36,45996260698.0,39.441661369273,55257.5739287362
39,2012,40,8576840047.326,92.4903678869107,44221.4600041556
40,2012,56,7991103063.081,103.556484643172,40074.4928091814
41,2012,124,50764771704.0,55.7251649377054,42320.6431282192
42,2012,208,6405169702.0,,51470.6898338005
43,2012,233,1412968586.0,14.5041408926927,16460.6838753207
44,2012,251,53458273330.0,91.0281619856124,36161.2918334209
45,2012,300,2944646704.0,170.278178335433,17924.6620516477
46,2012,348,5412282799.0,94.1475132059307,11466.1419094704
47,2012,352,341502602.0,152.739624546059,49191.574417162
48,2012,372,3547683282.129,128.785045575103,47217.4433846332
49,2012,392,188500370264.0,183.706209324867,33518.444936892
50,2012,440,681588094.0,47.4575104035203,12522.3408614335
51,2012,554,6248986386.151,51.6565054668175,36531.7484498327
52,2012,703,9762565899.442,58.4255976190845,15159.6571004823
53,2012,724,45796971467.975,77.446159411603,24763.5682703688
54,2012,752,8053266091.978,43.7272319165571,48788.8671231037
55,2012,826,56267400219.0,147.053681621506,42802.0207834042
56,2012,842,444386003526.0,93.6492746079881,54080.2286497215
57,2013,36,44861052377.0,37.5600008066242,55728.0174035719
58,2013,40,8928340062.038,89.5758769414562,43851.3675464788
59,2013,56,7992736880.193,101.11748085884,40007.8997697861
60,2013,124,51209844839.0,53.200869076551,42851.1705330235
61,2013,208,6573974542.0,,51970.3909405024
62,2013,233,1465546691.0,14.6301007382315,16809.532320526
63,2013,251,54221962983.0,92.6322654272623,36256.0866889623
64,2013,300,2914166574.0,187.608117967348,17644.8766792834
65,2013,348,5360437378.0,94.7331902055697,11705.0092523564
66,2013,352,391969275.0,140.954580207259,50946.8162625339
67,2013,372,3997916568.361,129.108632155252,47999.1237980737
68,2013,392,180977514211.0,186.564297348971,34239.8862473683
69,2013,440,750783908.0,45.0676028896806,13161.6342669635
70,2013,554,6770766523.427,46.4495246931876,37252.7570550478
71,2013,703,12224399631.133,63.0838478435478,15249.8825237603
72,2013,724,46266777871.711,91.8693310672975,24490.2279309777
73,2013,752,8197296165.93,45.3793882460787,48927.5973053354
74,2013,826,57587864581.0,141.643327770171,43281.5764200721
75,2013,842,459107864232.0,95.3225056118879,54844.2425797154
76,2014,36,46854594144.0,41.7223304965257,56327.8533063277
77,2014,40,9625579505.719,97.8910849273006,43838.8346845363
78,2014,56,8661725797.855,111.761996278293,40533.9134833922
79,2014,124,53066195538.0,51.4827081297932,43643.2356474848
80,2014,208,7113521257.0,,52368.3625852985
81,2014,233,1506153282.0,14.4483977377516,17413.6860003066
82,2014,251,56416479646.0,99.72897755994,36444.3949135827
83,2014,300,3313757754.0,190.585867838051,17903.5252559978
84,2014,348,5140096968.0,98.6713309160176,12233.299367172
85,2014,352,397510600.0,135.796521914069,51233.2440468041
86,2014,372,4499551031.411,117.757439976442,52098.1049579337
87,2014,392,181294159255.0,192.112850344345,34386.905855287
88,2014,440,884211851.0,48.5816817622371,13776.1052981213
89,2014,554,7198993138.419,43.9103004132691,38014.6435529728
90,2014,703,13355685131.945,65.7022973447767,15647.6491148855
91,2014,724,52971625587.906,104.927837414283,24937.0366118341
92,2014,752,8695062124.562,49.8169253192044,49556.7005007699
93,2014,826,64147253698.0,150.591619713999,44336.537861323
94,2014,842,486296238006.0,95.454198507531,55817.5632471958
95,2015,36,46292722371.0,46.4820384628409,56739.0265346593
96,2015,40,8755837829.701,97.3280357189943,43915.228020857
97,2015,56,7663941672.529,108.885649368795,40893.804537772
98,2015,124,51368522083.886,55.9915837788793,43594.1941045394
99,2015,208,6375315508.0,,53094.0133607574
100,2015,233,1262875980.0,13.3135753206017,17722.1557669523
101,2015,251,51871364118.0,100.312637185328,36702.4323733379
102,2015,300,2831346469.0,190.301552874834,17980.7298238137
103,2015,348,4776876860.0,96.3973535639551,12717.038597002
104,2015,352,414334776.0,117.370839587281,52951.6815110898
105,2015,372,4765502034.686,85.4579233139236,64311.8234684057
106,2015,392,160559698699.0,194.584061217143,34960.6393843385
107,2015,440,806015898.0,49.4373317773801,14300.2553666736
108,2015,554,7146236998.723,42.9302575989538,38639.3501941427
109,2015,703,12938020676.893,64.6326174204545,16442.0760860018
110,2015,724,52485766998.356,104.513601500945,25969.8383138327
111,2015,752,8216406647.392,47.7563038415595,51197.9529341175
112,2015,826,62979613764.0,147.949412742616,44964.3911437292
113,2015,842,504028116963.0,95.9561561537597,57040.2082136605
114,2016,36,44241021648.0,54.6779869160885,57401.0662268939
115,2016,40,8779584820.595,96.9275662307516,44362.6702918145
116,2016,56,7415774420.98,110.598249698212,41172.8862464509
117,2016,124,48575917684.254,56.0236243991088,43551.3426018259
118,2016,208,6435820180.032,,54300.2039530893
119,2016,233,2601014598.442,13.7050142821031,18264.9867328144
120,2016,251,51032597789.0,103.318270583925,36920.5342871045
121,2016,300,3194687236.0,194.725367879293,18049.9289175756
122,2016,348,9733931260.0,96.77762376685,13035.3528590909
123,2016,352,419223668.0,103.362423152956,55513.6423015865
124,2016,372,4581620163.004,83.488524641017,64367.4069016353
125,2016,392,156552583048.0,193.23043783523,35242.1993771881
126,2016,440,784256814.99,47.7462820347167,14870.1049461514
127,2016,554,7203337601.777,41.4034426972586,39197.327525871
128,2016,703,12692954332.058,66.125877039885,16740.7414999051
129,2016,724,52757593558.974,105.968137016467,26704.3435828513
130,2016,752,7876689498.15,46.3170822116813,51746.6969632478
131,2016,826,59575883133.0,156.604465153177,45482.4668618551
132,2016,842,481310447998.0,97.9289348480368,57658.6708825722
133,2017,36,49971610459.392,53.3164358193161,57750.6482221688
134,2017,40,9526904208.166,91.234734613238,45056.6386908289
135,2017,56,7738744130.923,104.249557076875,41619.3286089022
136,2017,124,54652257046.605,54.4625651849142,44339.3886692751
137,2017,208,6725374194.574,,55601.0145649906
138,2017,233,2953436804.041,13.1349085764879,19270.8138248569
139,2017,251,55401050257.348,104.034964734395,37580.5979319486
140,2017,300,3070606079.374,198.458598610991,18352.0884111283
141,2017,348,5291299783.0,91.9872247713716,13628.4044885706
142,2017,352,483220208.436,90.4444869015692,56501.4576788793
143,2017,372,5004575833.047,73.9850227274131,70069.0995778991
144,2017,392,164543433301.953,193.489159658852,35861.9728545838
145,2017,440,929395701.95,44.8859433184755,15775.00059445
146,2017,554,7748410971.97,38.6627179042666,39691.2133196719
147,2017,703,12204313072.456,64.1338449914943,17195.2888048325
148,2017,724,58358138609.45,106.577780516625,27413.3287630157
149,2017,752,8401806026.269,44.3525255912895,51985.932464245
150,2017,826,59860984044.661,161.26972526053,46374.5811167058
151,2017,842,525764714470.0,97.021634906855,58703.1440780161
152,2018,36,57102168766.725,54.5030658860126,58530.7821697117
153,2018,40,10755897501.367,86.052092772266,45951.5818951582
154,2018,56,8273273483.839,101.506490561537,42208.3625852238
155,2018,124,58326303197.793,53.1515356456582,44907.3436837248
156,2018,208,7197566422.049,,56355.0733009054
157,2018,233,3339304420.978,13.1736054942963,19914.3445867336
158,2018,251,59036932917.327,103.380973835538,38062.4435971517
159,2018,300,4241221017.185,207.661903904942,18769.0390099773
160,2018,348,12754696524.0,86.5296515914666,14377.4241602939
161,2018,352,680314734.922,81.9621967417907,57697.8044237427
162,2018,372,6275729116.42,73.3536674722741,74427.5520727589
163,2018,392,173716566952.912,197.335609410989,36138.5290824719
164,2018,440,1009313530.0,38.0791689976833,16709.5561779447
165,2018,554,8643468142.917,36.6308100322367,40350.9122003744
166,2018,703,11093290728.218,63.5000460975992,17869.0149419565
167,2018,724,63594813126.837,107.203121919581,27947.3177652619
168,2018,752,9059114642.325,42.5823207006916,52363.3829181296
169,2018,826,63391696591.004,158.16278741293,46742.1481190493
170,2018,842,563203119540.0,98.4497724592085,60127.2102762459
171,2019,36,56448232586.902,60.2260851971351,58924.733646242
172,2019,40,10998301463.325,85.0546807677816,46550.5623430785
173,2019,56,8539413646.656,103.200888047045,43006.4042605622
174,2019,124,56541202356.148,53.3623246913959,45100.2914903262
175,2019,208,7030520269.719,,57114.6227285377
176,2019,233,3026122557.58,13.8075698975519,20579.875480866
177,2019,251,59564010774.077,104.541768405548,38705.2072997191
178,2019,300,4546496425.066,210.381371566225,19216.6760037219
179,2019,348,14315795000.0,83.3683015926417,15083.5991718742
180,2019,352,485664372.456,90.1141894663873,57493.4195335925
181,2019,372,6185710542.301,68.2101531884769,77117.1897861686
182,2019,392,169295821037.71,198.010309174872,36043.7844013365
183,2019,440,1039963804.0,41.7982343469891,17537.4819556631
184,2019,554,8542972033.747,32.7886249322913,40651.9744673101
185,2019,703,11569210952.95,63.0335112883596,18250.9802872053
186,2019,724,65275451323.016,111.293101240882,28291.6306843873
187,2019,752,9665745204.406,38.7948169871001,53156.8613091273
188,2019,826,65529528079.325,160.321918277325,47234.2466070513
189,2019,842,472464913744.0,100.058217318845,61400.5481543687
190,2020,36,60208016256.254,69.3215748590956,58132.798523626
191,2020,40,11626199665.511,101.667208235561,43428.6983141255
192,2020,56,9467039943.401,118.442409069939,40769.0218401768
193,2020,124,57131037420.364,74.5540471041546,42366.1285192527
194,2020,208,7534800891.89,,55934.5556066994
195,2020,233,3306489358.92,24.3854033747954,19946.944991505
196,2020,251,41096131586.021,122.181515731387,35709.204585868
197,2020,300,4275097434.878,249.366027184106,17486.9513800415
198,2020,348,18034120756.0,95.9372022493216,14437.8088480852
199,2020,352,480796151.99,100.316262095676,52641.7234828803
200,2020,372,7477588962.299,70.0047790053242,81791.0934649925
201,2020,392,163850555245.582,215.755540579043,34650.7967802766
202,2020,440,1336895926.0,52.3554078518907,17540.2948595021
203,2020,554,8296252307.32,46.1185059391692,39596.5266174221
204,2020,703,11465445816.322,77.6028833494382,17763.8564029317
205,2020,724,67020355926.633,138.955245532848,25073.7209751005
206,2020,752,9248034307.204,44.1780067548593,51715.78104096
207,2020,826,75478932256.567,196.640576642773,42215.8837450989
208,2020,842,457164215509.0,124.514696354635,59493.1459820135
209,2021,36,72858757972.878,70.0109117652417,59276.503107197
210,2021,40,15489570220.236,96.0278211815402,45313.3990043754
211,2021,56,12516653458.49,108.445297214838,43119.894333477
212,2021,124,68559619546.811,71.0739602315819,44359.6167266713
213,2021,208,9799627671.989,,59803.9202099741
214,2021,233,4216846333.52,24.5944842740264,21351.394868
215,2021,251,48189354261.874,115.58850689623,38030.8571728494
216,2021,300,5924661601.138,233.448695008579,19232.968382872
217,2021,348,19650807462.0,86.9236862466223,15521.3815852251
218,2021,352,694912863.846,95.8217048268859,54506.7280464878
219,2021,372,9996877586.329,62.1665685484345,94184.0378160321
220,2021,392,185664476693.582,216.329364856741,35701.4542716142
221,2021,440,1855223041.99,47.9378829041006,18619.7026827218
222,2021,554,11774053083.663,51.369754769912,41225.7927835812
223,2021,703,15312075755.062,77.5153959377722,18821.1163135169
224,2021,724,82400696121.752,132.546759027224,26721.1481805453
225,2021,752,12908672793.53,40.6550853120913,54458.3535600817
226,2021,826,91162191832.604,186.794915550888,45873.869597011
227,2021,842,541531352242.0,118.400948162572,62996.2893837444
228,2022,36,83730941500.959,58.0466964106785,61009.8077147403
229,2022,40,18374175542.94,76.2214007403381,47250.969589759
230,2022,56,15945050733.881,92.4825366392405,44583.5767711768
231,2022,124,76991873836.818,61.4178635753383,45227.1447354204
232,2022,208,10643508194.11,,60248.6712302435
233,2022,233,4806761168.58,25.9834554447716,21080.6519716684
234,2022,251,51751166163.549,96.7764980125667,38881.2230653186
235,2022,300,8327452143.694,202.480392684901,20595.4953496212
236,2022,348,21467127614.0,75.5259534751362,16343.0586949566
237,2022,352,903493842.864,86.2909756775551,57933.4748261586
238,2022,372,15193428164.168,45.400258888176,99677.473101993
239,2022,392,188857701313.612,216.213375459903,36202.639274898
240,2022,440,2088639733.0,35.9357842383235,18884.5148575051
241,2022,554,12686967649.288,54.5666722344428,42320.892439076
242,2022,703,17445420202.462,64.3157885777548,18959.6818363057
243,2022,724,104401418354.515,109.217961229509,28168.3670415397
244,2022,752,14321195058.686,36.9103515627997,54878.2919511876
245,2022,826,110328925110.132,141.244397228023,47551.2296562184
246,2022,842,575688091172.0,112.817613391957,64342.1179383761
247,2023,36,71820697468.717,,
248,2023,40,16339720323.874,78.3363673054487,46338.9571249412
249,2023,56,14237893001.577,,
250,2023,124,66082873036.096,62.2285228239297,44468.7475023539
251,2023,208,7766787182.912,,
252,2023,233,4344342807.42,28.2527574202604,20123.422189306
253,2023,251,44858574684.799,98.4729036917015,39117.4845009362
254,2023,300,7461352914.941,190.608142099084,21139.1916750925
255,2023,348,19578500108.0,,
256,2023,352,826643221.73,81.0578812308369,59096.4444709589
257,2023,372,11553221072.246,,
258,2023,392,168056752298.053,,
259,2023,440,1845974137.0,36.9310516393631,18685.551945873
260,2023,554,10456232285.786,,
261,2023,703,17063802064.596,,
262,2023,724,95110792305.498,107.25996894973,28569.8436482338
263,2023,752,11054665018.998,,
264,2023,826,99220998768.775,138.193489848821,47322.6682239254
265,2023,842,448017376384.0,114.755553330184,65875.177881434
